ID,X,Y,Z,Description,,,,,,,,,,
HAO:0000791,11,9,5,postocellar furrow,,,,,,,,110,90,50
HAO:0000792,12,9,5,postocellar vertex,,,,,,,,120,90,50
HAO:0000793,13,9,5,postorbital carina,,,,,,,,130,90,50
HAO:0000794,1,10,5,postpectal carina,,,,,,,,10,100,50
HAO:0000795,2,10,5,postphragma,,,,,,,,20,100,50
HAO:0000796,3,10,5,poststernite,,,,,,,,30,100,50
HAO:0000797,4,10,5,posttergite,,,,,,,,40,100,50
HAO:0000798,5,10,5,preapical tooth,,,,,,,,50,100,50
HAO:0000799,6,10,5,prearticular incisure,,,,,,,,60,100,50
HAO:0000800,7,10,5,preaxilla,,,,,,,,70,100,50
HAO:0000801,8,10,5,preaxillar carina,,,,,,,,80,100,50
HAO:0000802,9,10,5,prelabium,,,,,,,,90,100,50
HAO:0000803,10,10,5,postmento-premental muscle,,,,,,,,100,100,50
HAO:0000804,11,10,5,prementum,,,,,,,,110,100,50
HAO:0000805,12,10,5,preoccipital carina,,,,,,,,120,100,50
HAO:0000806,13,10,5,preoccipital furrow,,,,,,,,130,100,50
HAO:0000807,1,11,5,preoccipital lunula,,,,,,,,10,110,50
HAO:0000808,2,11,5,preocellar pit,,,,,,,,20,110,50
HAO:0000809,3,11,5,preoral cavity,,,,,,,,30,110,50
HAO:0000810,4,11,5,preorbital carina,,,,,,,,40,110,50
HAO:0000811,5,11,5,prepectus,,,,,,,,50,110,50
HAO:0000812,6,11,5,prepupa,,,,,,,,60,110,50
HAO:0000813,7,11,5,prescutal ridge,,,,,,,,70,110,50
HAO:0000814,8,11,5,prescutal sulcus,,,,,,,,80,110,50
HAO:0000815,9,11,5,prescutum,,,,,,,,90,110,50
HAO:0000816,10,11,5,prespecular sulcus,,,,,,,,100,110,50
HAO:0000817,11,11,5,prespiracular propodeal area,,,,,,,,110,110,50
HAO:0000818,12,11,5,presternum,,,,,,,,120,110,50
HAO:0000819,13,11,5,prestigma,,,,,,,,130,110,50
HAO:0000820,1,12,5,pretarsus,,,,,,,,10,120,50
HAO:0000821,2,12,5,primary gonopore,,,,,,,,20,120,50
HAO:0000822,3,12,5,process,,,,,,,,30,120,50
HAO:0000823,4,12,5,prodiscrimen,,,,,,,,40,120,50
HAO:0000824,5,12,5,prodiscrimenal lamella,,,,,,,,50,120,50
HAO:0000825,6,12,5,profurca,,,,,,,,60,120,50
HAO:0000826,7,12,5,profurcal arm,,,,,,,,70,120,50
HAO:0000827,8,12,5,profurcal pit,,,,,,,,80,120,50
HAO:0000828,9,12,5,profurco-laterocervical muscle,,,,,,,,90,120,50
HAO:0000829,10,12,5,projection,,,,,,,,100,120,50
HAO:0000830,11,12,5,pronope,,,,,,,,110,120,50
HAO:0000831,12,12,5,pronotal cervical sulcus,,,,,,,,120,120,50
HAO:0000832,13,12,5,pronotal collar,,,,,,,,130,120,50
HAO:0000833,1,13,5,pronotal cushion,,,,,,,,10,130,50
HAO:0000834,2,13,5,pronotal flange,,,,,,,,20,130,50
HAO:0000835,3,13,5,pronotal groove,,,,,,,,30,130,50
HAO:0000836,4,13,5,pronotal lobe,,,,,,,,40,130,50
HAO:0000837,5,13,5,pronotal neck,,,,,,,,50,130,50
HAO:0000838,6,13,5,pronotal plate,,,,,,,,60,130,50
HAO:0000839,7,13,5,pronotal projection,,,,,,,,70,130,50
HAO:0000840,8,13,5,pronotal shoulder,,,,,,,,80,130,50
HAO:0000841,9,13,5,pronotal side,,,,,,,,90,130,50
HAO:0000842,10,13,5,pronotal suprahumeral sulcus,,,,,,,,100,130,50
HAO:0000843,11,13,5,pronotal verricule,,,,,,,,110,130,50
HAO:0000844,12,13,5,pronoto-laterocervical muscle,,,,,,,,120,130,50
HAO:0000845,13,13,5,pronoto-mesobasalar muscle,,,,,,,,130,130,50
HAO:0000846,1,1,6,pronoto-mesothoracic spiracle muscle,,,,,,,,10,10,60
HAO:0000847,2,1,6,pronoto-postoccipital muscle,,,,,,,,20,10,60
HAO:0000848,3,1,6,pronoto-procoxal muscle,,,,,,,,30,10,60
HAO:0000849,4,1,6,pronoto-profurcal muscle,,,,,,,,40,10,60
HAO:0000850,5,1,6,pronoto-prophragmal muscle,,,,,,,,50,10,60
HAO:0000851,6,1,6,pronoto-propleural muscle,,,,,,,,60,10,60
HAO:0000852,7,1,6,pronoto-third axillary sclerite muscle,,,,,,,,70,10,60
HAO:0000853,8,1,6,pronotum,,,,,,,,80,10,60
HAO:0000854,9,1,6,propectus,,,,,,,,90,10,60
HAO:0000855,10,1,6,prophragma,,,,,,,,100,10,60
HAO:0000856,11,1,6,propleural arm,,,,,,,,110,10,60
HAO:0000857,12,1,6,propleural cervical sulcus,,,,,,,,120,10,60
HAO:0000858,13,1,6,propleural epicoxal sulcus,,,,,,,,130,10,60
HAO:0000859,1,2,6,propleuro-postoccipital muscle,,,,,,,,10,20,60
HAO:0000860,2,2,6,propleuro-procoxal muscle,,,,,,,,20,20,60
HAO:0000861,3,2,6,propleuro-protrochanteral muscle,,,,,,,,30,20,60
HAO:0000862,4,2,6,propleuron,,,,,,,,40,20,60
HAO:0000863,5,2,6,propodeal bridge,,,,,,,,50,20,60
HAO:0000864,6,2,6,propodeal carina,,,,,,,,60,20,60
HAO:0000865,7,2,6,propodeal foramen,,,,,,,,70,20,60
HAO:0000866,8,2,6,propodeal tooth,,,,,,,,80,20,60
HAO:0000867,9,2,6,propodeo-first metasomal spiracle muscle,,,,,,,,90,20,60
HAO:0000868,10,2,6,propodeo-second abdominal sternal muscle,,,,,,,,100,20,60
HAO:0000869,11,2,6,propodeo-second abdominal tergal muscle,,,,,,,,110,20,60
HAO:0000870,12,2,6,prospinasterno-mesofurcal muscle,,,,,,,,120,20,60
HAO:0000871,13,2,6,prosternal incision,,,,,,,,130,20,60
HAO:0000872,1,3,6,prosterno-procoxal muscle,,,,,,,,10,30,60
HAO:0000873,2,3,6,prosternum,,,,,,,,20,30,60
HAO:0000874,3,3,6,prothorax,,,,,,,,30,30,60
HAO:0000875,4,3,6,protibial spur,,,,,,,,40,30,60
HAO:0000876,5,3,6,proximal gonostipo-parossiculal muscle,,,,,,,,50,30,60
HAO:0000877,6,3,6,proximodorsal gonostyle/volsella complex-penisvalval muscle,,,,,,,,60,30,60
HAO:0000878,7,3,6,proximolateral apodeme of cupula,,,,,,,,70,30,60
HAO:0000879,8,3,6,proximoventral gonostyle/volsella complex-penisvalval muscle,,,,,,,,80,30,60
HAO:0000880,9,3,6,pseudoceps,,,,,,,,90,30,60
HAO:0000881,10,3,6,pseudophragma,,,,,,,,100,30,60
HAO:0000882,11,3,6,pteralia,,,,,,,,110,30,60
HAO:0000883,12,3,6,pterothorax,,,,,,,,120,30,60
HAO:0000884,13,3,6,pulvillum,,,,,,,,130,30,60
HAO:0000885,1,4,6,puncture,,,,,,,,10,40,60
HAO:0000886,2,4,6,pupa,,,,,,,,20,40,60
HAO:0000887,3,4,6,pygidial plate,,,,,,,,30,40,60
HAO:0000888,4,4,6,radial vein,,,,,,,,40,40,60
HAO:0000889,5,4,6,radicle,,,,,,,,50,40,60
HAO:0000890,6,4,6,radio-medial cross vein,,,,,,,,60,40,60
HAO:0000891,7,4,6,ramal rod,,,,,,,,70,40,60
HAO:0000892,8,4,6,rami valvularum,,,,,,,,80,40,60
HAO:0000893,9,4,6,region,,,,,,,,90,40,60
HAO:0000894,10,4,6,remigial region,,,,,,,,100,40,60
HAO:0000895,11,4,6,reproductive system,,,,,,,,110,40,60
HAO:0000896,12,4,6,retractor of the epipharynx,,,,,,,,120,40,60
HAO:0000897,13,4,6,retractor of the mouth angle,,,,,,,,130,40,60
HAO:0000898,1,5,6,rhachis,,,,,,,,10,50,60
HAO:0000899,2,5,6,ridge,,,,,,,,20,50,60
HAO:0000900,3,5,6,rim,,,,,,,,30,50,60
HAO:0000901,4,5,6,row,,,,,,,,40,50,60
HAO:0000902,5,5,6,row of impressions,,,,,,,,50,50,60
HAO:0000903,6,5,6,row of setae,,,,,,,,60,50,60
HAO:0000904,7,5,6,ruga,,,,,,,,70,50,60
HAO:0000905,8,5,6,salivarial orifice,,,,,,,,80,50,60
HAO:0000906,9,5,6,salivarium,,,,,,,,90,50,60
HAO:0000907,10,5,6,scale,,,,,,,,100,50,60
HAO:0000908,11,5,6,scape,,,,,,,,110,50,60
HAO:0000909,12,5,6,sclerite,,,,,,,,120,50,60
HAO:0000910,13,5,6,scopa,,,,,,,,130,50,60
HAO:0000911,1,6,6,scrobal depression,,,,,,,,10,60,60
HAO:0000912,2,6,6,scrobe,,,,,,,,20,60,60
HAO:0000913,3,6,6,sculpture,,,,,,,,30,60,60
HAO:0000914,4,6,6,scutellar bridge,,,,,,,,40,60,60
HAO:0000915,5,6,6,scutellar disc,,,,,,,,50,60,60
HAO:0000916,6,6,6,scutellar fovea,,,,,,,,60,60,60
HAO:0000917,7,6,6,scutellar sulcus,,,,,,,,70,60,60
HAO:0000918,8,6,6,scutoscutellar ridge,,,,,,,,80,60,60
HAO:0000919,9,6,6,scutoscutellar sulcus,,,,,,,,90,60,60
HAO:0000920,10,6,6,scutoscutellar suture,,,,,,,,100,60,60
HAO:0000921,11,6,6,second axillary sclerite,,,,,,,,110,60,60
HAO:0000922,12,6,6,second dorsal diagonal muscle,,,,,,,,120,60,60
HAO:0000923,13,6,6,second median plate,,,,,,,,130,60,60
HAO:0000924,1,7,6,second mesopleuro-mesonotal muscle,,,,,,,,10,70,60
HAO:0000925,2,7,6,second phragmo-third phragmal muscle,,,,,,,,20,70,60
HAO:0000926,3,7,6,proximal gonostyle/volsella complex-harpal muscle,,,,,,,,30,70,60
HAO:0000927,4,7,6,second valvifer,,,,,,,,40,70,60
HAO:0000928,5,7,6,second valvula,,,,,,,,50,70,60
HAO:0000929,6,7,6,segment,,,,,,,,60,70,60
HAO:0000930,7,7,6,sense organ,,,,,,,,70,70,60
HAO:0000931,8,7,6,sensillar patch,,,,,,,,80,70,60
HAO:0000932,9,7,6,sensillar patch of the male flagellomere,,,,,,,,90,70,60
HAO:0000933,10,7,6,sensillum,,,,,,,,100,70,60
HAO:0000934,11,7,6,sensillum trichodeum curvatum,,,,,,,,110,70,60
HAO:0000935,12,7,6,seta,,,,,,,,120,70,60
HAO:0000936,13,7,6,setiferous patch,,,,,,,,130,70,60
HAO:0000937,1,8,6,sex flagellomere,,,,,,,,10,80,60
HAO:0000938,2,8,6,signum,,,,,,,,20,80,60
HAO:0000939,3,8,6,sitophore,,,,,,,,30,80,60
HAO:0000940,4,8,6,skaphion,,,,,,,,40,80,60
HAO:0000941,5,8,6,skaphion carina,,,,,,,,50,80,60
HAO:0000942,6,8,6,spatha,,,,,,,,60,80,60
HAO:0000943,7,8,6,specialized adhesive spur,,,,,,,,70,80,60
HAO:0000944,8,8,6,speculum,,,,,,,,80,80,60
HAO:0000945,9,8,6,spermatheca,,,,,,,,90,80,60
HAO:0000946,10,8,6,spiculum,,,,,,,,100,80,60
HAO:0000947,11,8,6,spina,,,,,,,,110,80,60
HAO:0000948,12,8,6,spinasternum,,,,,,,,120,80,60
HAO:0000949,13,8,6,spine,,,,,,,,130,80,60
HAO:0000950,1,9,6,spiracle,,,,,,,,10,90,60
HAO:0000951,2,9,6,spur,,,,,,,,20,90,60
HAO:0000952,3,9,6,sternacostal suture,,,,,,,,30,90,60
HAO:0000953,4,9,6,sternaulus,,,,,,,,40,90,60
HAO:0000954,5,9,6,sternellum,,,,,,,,50,90,60
HAO:0000955,6,9,6,sternite,,,,,,,,60,90,60
HAO:0000956,7,9,6,sternum,,,,,,,,70,90,60
HAO:0000957,8,9,6,stigma,,,,,,,,80,90,60
HAO:0000958,9,9,6,stipes,,,,,,,,90,90,60
HAO:0000959,10,9,6,stylet,,,,,,,,100,90,60
HAO:0000960,11,9,6,subalar area,,,,,,,,110,90,60
HAO:0000961,12,9,6,subalar pit,,,,,,,,120,90,60
HAO:0000962,13,9,6,subalare,,,,,,,,130,90,60
HAO:0000963,1,10,6,hypoproct,,,,,,,,10,100,60
HAO:0000964,2,10,6,subantennal area,,,,,,,,20,100,60
HAO:0000965,3,10,6,subantennal groove,,,,,,,,30,100,60
HAO:0000966,4,10,6,subaxillular bar,,,,,,,,40,100,60
HAO:0000967,5,10,6,subcosta,,,,,,,,50,100,60
HAO:0000968,6,10,6,subgenal carina,,,,,,,,60,100,60
HAO:0000969,7,10,6,subgenal coronet,,,,,,,,70,100,60
HAO:0000970,8,10,6,submarginal carina of abdominal tergite,,,,,,,,80,100,60
HAO:0000971,9,10,6,submarginal groove,,,,,,,,90,100,60
HAO:0000972,10,10,6,submarginal vein,,,,,,,,100,100,60
HAO:0000973,11,10,6,submedian carina,,,,,,,,110,100,60
HAO:0000974,12,10,6,submetapleural carina,,,,,,,,120,100,60
HAO:0000975,13,10,6,subpleural signum,,,,,,,,130,100,60
HAO:0000976,1,11,6,subpleuron,,,,,,,,10,110,60
HAO:0000977,2,11,6,sucking pump,,,,,,,,20,110,60
HAO:0000978,3,11,6,sulcus,,,,,,,,30,110,60
HAO:0000979,4,11,6,supraalar area,,,,,,,,40,110,60
HAO:0000980,5,11,6,epiproct,,,,,,,,50,110,60
HAO:0000981,6,11,6,supraclypeal area,,,,,,,,60,110,60
HAO:0000982,7,11,6,suture,,,,,,,,70,110,60
HAO:0000983,8,11,6,synsternal setiferous patch,,,,,,,,80,110,60
HAO:0000984,9,11,6,synsternal translucent patch,,,,,,,,90,110,60
HAO:0000985,10,11,6,synsternum,,,,,,,,100,110,60
HAO:0000986,11,11,6,syntergal translucent patch,,,,,,,,110,110,60
HAO:0000987,12,11,6,syntergum,,,,,,,,120,110,60
HAO:0000988,13,11,6,tagma,,,,,,,,130,110,60
HAO:0000989,1,12,6,tarsal claw,,,,,,,,10,120,60
HAO:0000990,2,12,6,tarsal plantula,,,,,,,,20,120,60
HAO:0000991,3,12,6,tarsomere,,,,,,,,30,120,60
HAO:0000992,4,12,6,tarsus,,,,,,,,40,120,60
HAO:0000993,5,12,6,tegula,,,,,,,,50,120,60
HAO:0000994,6,12,6,telotarsus,,,,,,,,60,120,60
HAO:0000995,7,12,6,temple,,,,,,,,70,120,60
HAO:0000996,8,12,6,tendon,,,,,,,,80,120,60
HAO:0000997,9,12,6,tentorial arm,,,,,,,,90,120,60
HAO:0000998,10,12,6,tentorial bridge,,,,,,,,100,120,60
HAO:0000999,11,12,6,tentorial pit,,,,,,,,110,120,60
HAO:0001000,12,12,6,tentorio-antennal muscle,,,,,,,,120,120,60
HAO:0001001,13,12,6,tentorio-labial muscle,,,,,,,,130,120,60
HAO:0001002,1,13,6,tentorio-stipital muscle,,,,,,,,10,130,60
HAO:0001003,2,13,6,tentorium,,,,,,,,20,130,60
HAO:0001004,3,13,6,terebra,,,,,,,,30,130,60
HAO:0001005,4,13,6,tergite,,,,,,,,40,130,60
HAO:0001006,5,13,6,tergum,,,,,,,,50,130,60
HAO:0001007,6,13,6,testis,,,,,,,,60,130,60
HAO:0001008,7,13,6,third abdominal tergite,,,,,,,,70,130,60
HAO:0001009,8,13,6,third axillary,,,,,,,,80,130,60
HAO:0001010,9,13,6,third mesopleuro-mesonotal muscle,,,,,,,,90,130,60
HAO:0001011,10,13,6,third phragmo-second abdominal tergal muscle,,,,,,,,100,130,60
HAO:0001012,11,13,6,third valvula,,,,,,,,110,130,60
HAO:0001013,12,13,6,thoracic segment,,,,,,,,120,130,60
HAO:0001014,13,13,6,thoracic sternum,,,,,,,,130,130,60
HAO:0001015,1,1,7,thorax,,,,,,,,10,10,70
HAO:0001016,2,1,7,thyridium,,,,,,,,20,10,70
HAO:0001017,3,1,7,tibia,,,,,,,,30,10,70
HAO:0001018,4,1,7,tibial spur,,,,,,,,40,10,70
HAO:0001019,5,1,7,tooth,,,,,,,,50,10,70
HAO:0001020,6,1,7,torular space,,,,,,,,60,10,70
HAO:0001021,7,1,7,torular triangle,,,,,,,,70,10,70
HAO:0001022,8,1,7,torulus,,,,,,,,80,10,70
HAO:0001023,9,1,7,transaxillar carina,,,,,,,,90,10,70
HAO:0001024,10,1,7,translucent patch,,,,,,,,100,10,70
HAO:0001025,11,1,7,transmetanotal carina,,,,,,,,110,10,70
HAO:0001026,12,1,7,transpleural sulcus,,,,,,,,120,10,70
HAO:0001027,13,1,7,transscutal fissure,,,,,,,,130,10,70
HAO:0001028,1,2,7,transscutal line,,,,,,,,10,20,70
HAO:0001029,2,2,7,transverse carina on petiole,,,,,,,,20,20,70
HAO:0001030,3,2,7,transverse epipharyngeal muscle,,,,,,,,30,20,70
HAO:0001031,4,2,7,transverse pronotal carina,,,,,,,,40,20,70
HAO:0001032,5,2,7,transverse pronotal sulcus,,,,,,,,50,20,70
HAO:0001033,6,2,7,trochantellus,,,,,,,,60,20,70
HAO:0001034,7,2,7,trochanter,,,,,,,,70,20,70
HAO:0001035,8,2,7,trochantin,,,,,,,,80,20,70
HAO:0001036,9,2,7,tubercle,,,,,,,,90,20,70
HAO:0001037,10,2,7,tuberculate verricule,,,,,,,,100,20,70
HAO:0001038,11,2,7,type I sensillum trichodea,,,,,,,,110,20,70
HAO:0001039,12,2,7,mechanosensory hair,,,,,,,,120,20,70
HAO:0001040,13,2,7,umbilicated fovea,,,,,,,,130,20,70
HAO:0001041,1,3,7,uncus,,,,,,,,10,30,70
HAO:0001042,2,3,7,unguifer,,,,,,,,20,30,70
HAO:0001043,3,3,7,unguitractor plate,,,,,,,,30,30,70
HAO:0001044,4,3,7,upper face,,,,,,,,40,30,70
HAO:0001045,5,3,7,upper mesopleural rim,,,,,,,,50,30,70
HAO:0001046,6,3,7,valvar ridge,,,,,,,,60,30,70
HAO:0001047,7,3,7,valviceps,,,,,,,,70,30,70
HAO:0001048,8,3,7,valvispina,,,,,,,,80,30,70
HAO:0001049,9,3,7,valvula,,,,,,,,90,30,70
HAO:0001050,10,3,7,valvura,,,,,,,,100,30,70
HAO:0001051,11,3,7,vannal region,,,,,,,,110,30,70
HAO:0001052,12,3,7,vas deferens,,,,,,,,120,30,70
HAO:0001053,13,3,7,velum,,,,,,,,130,30,70
HAO:0001054,1,4,7,ventral apodeme of the first phragma,,,,,,,,10,40,70
HAO:0001055,2,4,7,ventral bridge of the pronotum,,,,,,,,20,40,70
HAO:0001056,3,4,7,ventral carina of the metapleuron,,,,,,,,30,40,70
HAO:0001057,4,4,7,ventral cibarial dilatator,,,,,,,,40,40,70
HAO:0001058,5,4,7,ventral edge of propleuron,,,,,,,,50,40,70
HAO:0001059,6,4,7,ventral lamella of the tentorium,,,,,,,,60,40,70
HAO:0001060,7,4,7,ventral mesopostnotal flange,,,,,,,,70,40,70
HAO:0001061,8,4,7,ventral metafurcal lamella,,,,,,,,80,40,70
HAO:0001062,9,4,7,ventral metapleural area,,,,,,,,90,40,70
HAO:0001063,10,4,7,ventral pharyngeal dilatator,,,,,,,,100,40,70
HAO:0001064,11,4,7,anterior tentorio-premental muscle,,,,,,,,110,40,70
HAO:0001065,12,4,7,ventral profurcal lamella,,,,,,,,120,40,70
HAO:0001066,13,4,7,ventral profurco-postoccipital muscle,,,,,,,,130,40,70
HAO:0001067,1,5,7,ventral pronotal pit,,,,,,,,10,50,70
HAO:0001068,2,5,7,ventral propleural area,,,,,,,,20,50,70
HAO:0001069,3,5,7,ventral propodeal carina,,,,,,,,30,50,70
HAO:0001070,4,5,7,ventral ridge of clypeus,,,,,,,,40,50,70
HAO:0001071,5,5,7,ventral row of spines,,,,,,,,50,50,70
HAO:0001072,6,5,7,ventral salivarial dilatator,,,,,,,,60,50,70
HAO:0001073,7,5,7,ventral vertical lobe of the propleuron,,,,,,,,70,50,70
HAO:0001074,8,5,7,ventrolateral cupolo-gonostyle/volsella complex,,,,,,,,80,50,70
HAO:0001075,9,5,7,ventromedial cupulo-gonostyle/volsella complex muscle,,,,,,,,90,50,70
HAO:0001076,10,5,7,verricule,,,,,,,,100,50,70
HAO:0001077,11,5,7,vertex,,,,,,,,110,50,70
HAO:0001078,12,5,7,vertex patch,,,,,,,,120,50,70
HAO:0001079,13,5,7,vertical apodemal lobe of the mesoscutellum,,,,,,,,130,50,70
HAO:0001080,1,6,7,vertical lobe of mesoscutum,,,,,,,,10,60,70
HAO:0001081,2,6,7,vesicula seminalis,,,,,,,,20,60,70
HAO:0001082,3,6,7,vestibulum,,,,,,,,30,60,70
HAO:0001083,4,6,7,villus,,,,,,,,40,60,70
HAO:0001084,5,6,7,volsella,,,,,,,,50,60,70
HAO:0001085,6,6,7,volsellar plate,,,,,,,,60,60,70
HAO:0001086,7,6,7,volsellar ridge,,,,,,,,70,60,70
HAO:0001087,8,6,7,vulva,,,,,,,,80,60,70
HAO:0001088,9,6,7,Waterston's evaporatorium,,,,,,,,90,60,70
HAO:0001089,10,6,7,wing,,,,,,,,100,60,70
HAO:0001090,11,6,7,wing base,,,,,,,,110,60,70
HAO:0001091,12,6,7,wing cell,,,,,,,,120,60,70
HAO:0001092,13,6,7,wing crease,,,,,,,,130,60,70
HAO:0001093,1,7,7,wing membrane,,,,,,,,10,70,70
HAO:0001094,2,7,7,wing region,,,,,,,,20,70,70
HAO:0001095,3,7,7,wing vein,,,,,,,,30,70,70
HAO:0001096,4,7,7,wing venation,,,,,,,,40,70,70
HAO:0001097,5,7,7,axillular groove,,,,,,,,50,70,70
HAO:0001098,6,7,7,capitate peg sensillum,,,,,,,,60,70,70
HAO:0001099,7,7,7,head muscle,,,,,,,,70,70,70
HAO:0001100,8,7,7,gaine,,,,,,,,80,70,70
HAO:0001101,9,7,7,gorgeret,,,,,,,,90,70,70
HAO:0001102,10,7,7,lanze,,,,,,,,100,70,70
HAO:0001103,11,7,7,olistheter,,,,,,,,110,70,70
HAO:0001104,12,7,7,postgenal ridge,,,,,,,,120,70,70
HAO:0001105,13,7,7,profurcal muscle,,,,,,,,130,70,70
HAO:0001106,1,8,7,probasitarsus,,,,,,,,10,80,70
HAO:0001107,2,8,7,ventral ramus of the second valvula,,,,,,,,20,80,70
HAO:0001108,3,8,7,pharyngeal muscle,,,,,,,,30,80,70
HAO:0001109,4,8,7,postoccipital muscle,,,,,,,,40,80,70
HAO:0001110,5,8,7,salivarial muscle,,,,,,,,50,80,70
HAO:0001111,6,8,7,mesotrochanteral muscle,,,,,,,,60,80,70
HAO:0001112,7,8,7,hypopharyngeal muscle,,,,,,,,70,80,70
HAO:0001113,8,8,7,procoxal muscle,,,,,,,,80,80,70
HAO:0001114,9,8,7,maxillar muscle,,,,,,,,90,80,70
HAO:0001115,10,8,7,anterior thoracic spiracle occlusor muscle,,,,,,,,100,80,70
HAO:0001116,11,8,7,laterocervical muscle,,,,,,,,110,80,70
HAO:0001117,12,8,7,thoracic muscle,,,,,,,,120,80,70
HAO:0001118,13,8,7,abdominal muscle,,,,,,,,130,80,70
HAO:0001119,1,9,7,leg muscle,,,,,,,,10,90,70
HAO:0001120,2,9,7,mesotibial spur,,,,,,,,20,90,70
HAO:0001121,3,9,7,metatibial spur,,,,,,,,30,90,70
HAO:0001122,4,9,7,procoxa,,,,,,,,40,90,70
HAO:0001123,5,9,7,protrochanter,,,,,,,,50,90,70
HAO:0001124,6,9,7,profemur,,,,,,,,60,90,70
HAO:0001125,7,9,7,protarsus,,,,,,,,70,90,70
HAO:0001126,8,9,7,second tarsomere of fore leg,,,,,,,,80,90,70
HAO:0001127,9,9,7,third tarsomere of fore leg,,,,,,,,90,90,70
HAO:0001128,10,9,7,fourth tarsomere of the fore leg,,,,,,,,100,90,70
HAO:0001129,11,9,7,fifth tarsomere of the fore leg,,,,,,,,110,90,70
HAO:0001130,12,9,7,mesotrochanter,,,,,,,,120,90,70
HAO:0001131,13,9,7,mesofemur,,,,,,,,130,90,70
HAO:0001132,1,10,7,mesotarsus,,,,,,,,10,100,70
HAO:0001133,2,10,7,mesobasitarsus,,,,,,,,20,100,70
HAO:0001134,3,10,7,second tarsomere of mid leg,,,,,,,,30,100,70
HAO:0001135,4,10,7,third tarsomere of hind leg,,,,,,,,40,100,70
HAO:0001136,5,10,7,third tarsomere of mid leg,,,,,,,,50,100,70
HAO:0001137,6,10,7,fourth tarsomere of mid leg,,,,,,,,60,100,70
HAO:0001138,7,10,7,fifth tarsomere of the mid leg,,,,,,,,70,100,70
HAO:0001139,8,10,7,metatrochanter,,,,,,,,80,100,70
HAO:0001140,9,10,7,metafemur,,,,,,,,90,100,70
HAO:0001141,10,10,7,metatarsus,,,,,,,,100,100,70
HAO:0001142,11,10,7,metabasitarsus,,,,,,,,110,100,70
HAO:0001143,12,10,7,second tarsomere of hind leg,,,,,,,,120,100,70
HAO:0001144,13,10,7,fourth tarsomere of hind leg,,,,,,,,130,100,70
HAO:0001145,1,11,7,fifth tarsomere of hind leg,,,,,,,,10,110,70
HAO:0001146,2,11,7,joint,,,,,,,,20,110,70
HAO:0001147,3,11,7,abdominal mediotergite 3,,,,,,,,30,110,70
HAO:0001148,4,11,7,first flagellomere,,,,,,,,40,110,70
HAO:0001149,5,11,7,abdominal laterotergite 8,,,,,,,,50,110,70
HAO:0001150,6,11,7,abdominal mediotergite 2,,,,,,,,60,110,70
HAO:0001151,7,11,7,abdominal mediotergite 4,,,,,,,,70,110,70
HAO:0001152,8,11,7,abdominal mediotergite 5,,,,,,,,80,110,70
HAO:0001153,9,11,7,abdominal mediotergite 6,,,,,,,,90,110,70
HAO:0001154,10,11,7,acidopore,,,,,,,,100,110,70
HAO:0001155,11,11,7,acropleuron,,,,,,,,110,110,70
HAO:0001156,12,11,7,acrotergite,,,,,,,,120,110,70
HAO:0001157,13,11,7,adnotaular setae,,,,,,,,130,110,70
HAO:0001158,1,12,7,adpetiolar strip,,,,,,,,10,120,70
HAO:0001159,2,12,7,axillular line,,,,,,,,20,120,70
HAO:0001160,3,12,7,axillary region of the fore wing,,,,,,,,30,120,70
HAO:0001161,4,12,7,axillar depression,,,,,,,,40,120,70
HAO:0001162,5,12,7,auxiliary propodeal carina,,,,,,,,50,120,70
HAO:0001163,6,12,7,anteroventral cavity,,,,,,,,60,120,70
HAO:0001164,7,12,7,anterior tentorio-scapal muscle,,,,,,,,70,120,70
HAO:0001165,8,12,7,anterior stipito-palpal muscle,,,,,,,,80,120,70
HAO:0001166,9,12,7,anterior second valvifer-second valvula muscle,,,,,,,,90,120,70
HAO:0001167,10,12,7,anterior scutellum,,,,,,,,100,120,70
HAO:0001168,11,12,7,anterior pronoto-laterocervical muscle,,,,,,,,110,120,70
HAO:0001169,12,12,7,anterior mesonoto-metanotal muscle,,,,,,,,120,120,70
HAO:0001170,13,12,7,anterior glossal plate,,,,,,,,130,120,70
HAO:0001171,1,13,7,anterior flange of abdominal tergum nine,,,,,,,,10,130,70
HAO:0001172,2,13,7,antennal muscle,,,,,,,,20,130,70
HAO:0001173,3,13,7,annulus,,,,,,,,30,130,70
HAO:0001174,4,13,7,anepimeron,,,,,,,,40,130,70
HAO:0001175,5,13,7,anapleurite,,,,,,,,50,130,70
HAO:0001176,6,13,7,banding pattern,,,,,,,,60,130,70
HAO:0001177,7,13,7,basal articulation,,,,,,,,70,130,70
HAO:0001178,8,13,7,admedian clypeal furrow,,,,,,,,80,130,70
HAO:0001179,9,13,7,basal hooklet,,,,,,,,90,130,70
HAO:0001180,10,13,7,basitarsal comb,,,,,,,,100,130,70
HAO:0001181,11,13,7,foretarsal rake,,,,,,,,110,130,70
HAO:0001182,12,13,7,cercal bristle,,,,,,,,120,130,70
HAO:0001183,13,13,7,chela,,,,,,,,130,130,70
HAO:0001184,1,1,8,clypeal tooth,,,,,,,,10,10,80
HAO:0001185,2,1,8,clava,,,,,,,,20,10,80
HAO:0001186,3,1,8,clavomere,,,,,,,,30,10,80
HAO:0001187,4,1,8,clypeal carina,,,,,,,,40,10,80
