X, Y, Z, ID, Description
HAO:0000992,2.0,6.0,3.0,tarsus
HAO:0000993,2.5,6.0,3.0,tegula
HAO:0000994,3.0,6.0,3.0,telotarsus
HAO:0000995,3.5,6.0,3.0,temple
HAO:0000996,4.0,6.0,3.0,tendon
HAO:0000997,4.5,6.0,3.0,tentorial arm
HAO:0000998,5.0,6.0,3.0,tentorial bridge
HAO:0000999,5.5,6.0,3.0,tentorial pit
HAO:0001000,6.0,6.0,3.0,tentorio-antennal muscle
HAO:0001001,6.5,6.0,3.0,tentorio-labial muscle
HAO:0001002,0.5,6.5,3.0,tentorio-stipital muscle
HAO:0001003,1.0,6.5,3.0,tentorium
HAO:0001004,1.5,6.5,3.0,terebra
HAO:0001005,2.0,6.5,3.0,tergite
HAO:0001006,2.5,6.5,3.0,tergum
HAO:0001007,3.0,6.5,3.0,testis
HAO:0001008,3.5,6.5,3.0,third abdominal tergite
HAO:0001009,4.0,6.5,3.0,third axillary
HAO:0001010,4.5,6.5,3.0,third mesopleuro-mesonotal muscle
HAO:0001011,5.0,6.5,3.0,third phragmo-second abdominal tergal muscle
HAO:0001012,5.5,6.5,3.0,third valvula
HAO:0001013,6.0,6.5,3.0,thoracic segment
HAO:0001014,6.5,6.5,3.0,thoracic sternum
HAO:0001015,0.5,0.5,3.5,thorax
HAO:0001016,1.0,0.5,3.5,thyridium
HAO:0001017,1.5,0.5,3.5,tibia
HAO:0001018,2.0,0.5,3.5,tibial spur
HAO:0001019,2.5,0.5,3.5,tooth
HAO:0001020,3.0,0.5,3.5,torular space
HAO:0001021,3.5,0.5,3.5,torular triangle
HAO:0001022,4.0,0.5,3.5,torulus
HAO:0001023,4.5,0.5,3.5,transaxillar carina
HAO:0001024,5.0,0.5,3.5,translucent patch
HAO:0001025,5.5,0.5,3.5,transmetanotal carina
HAO:0001026,6.0,0.5,3.5,transpleural sulcus
HAO:0001027,6.5,0.5,3.5,transscutal fissure
HAO:0001028,0.5,1.0,3.5,transscutal line
HAO:0001029,1.0,1.0,3.5,transverse carina on petiole
HAO:0001030,1.5,1.0,3.5,transverse epipharyngeal muscle
HAO:0001031,2.0,1.0,3.5,transverse pronotal carina
HAO:0001032,2.5,1.0,3.5,transverse pronotal sulcus
HAO:0001033,3.0,1.0,3.5,trochantellus
HAO:0001034,3.5,1.0,3.5,trochanter
HAO:0001035,4.0,1.0,3.5,trochantin
HAO:0001036,4.5,1.0,3.5,tubercle
HAO:0001037,5.0,1.0,3.5,tuberculate verricule
HAO:0001038,5.5,1.0,3.5,type I sensillum trichodea
HAO:0001039,6.0,1.0,3.5,mechanosensory hair
HAO:0001040,6.5,1.0,3.5,umbilicated fovea
HAO:0001041,0.5,1.5,3.5,uncus
HAO:0001042,1.0,1.5,3.5,unguifer
HAO:0001043,1.5,1.5,3.5,unguitractor plate
HAO:0001044,2.0,1.5,3.5,upper face
HAO:0001045,2.5,1.5,3.5,upper mesopleural rim
HAO:0001046,3.0,1.5,3.5,valvar ridge
HAO:0001047,3.5,1.5,3.5,valviceps
HAO:0001048,4.0,1.5,3.5,valvispina
HAO:0001049,4.5,1.5,3.5,valvula
HAO:0001050,5.0,1.5,3.5,valvura
HAO:0001051,5.5,1.5,3.5,vannal region
HAO:0001052,6.0,1.5,3.5,vas deferens
HAO:0001053,6.5,1.5,3.5,velum
HAO:0001054,0.5,2.0,3.5,ventral apodeme of the first phragma
HAO:0001055,1.0,2.0,3.5,ventral bridge of the pronotum
HAO:0001056,1.5,2.0,3.5,ventral carina of the metapleuron
HAO:0001057,2.0,2.0,3.5,ventral cibarial dilatator
HAO:0001058,2.5,2.0,3.5,ventral edge of propleuron
HAO:0001059,3.0,2.0,3.5,ventral lamella of the tentorium
HAO:0001060,3.5,2.0,3.5,ventral mesopostnotal flange
HAO:0001061,4.0,2.0,3.5,ventral metafurcal lamella
HAO:0001062,4.5,2.0,3.5,ventral metapleural area
HAO:0001063,5.0,2.0,3.5,ventral pharyngeal dilatator
HAO:0001064,5.5,2.0,3.5,anterior tentorio-premental muscle
HAO:0001065,6.0,2.0,3.5,ventral profurcal lamella
HAO:0001066,6.5,2.0,3.5,ventral profurco-postoccipital muscle
HAO:0001067,0.5,2.5,3.5,ventral pronotal pit
HAO:0001068,1.0,2.5,3.5,ventral propleural area
HAO:0001069,1.5,2.5,3.5,ventral propodeal carina
HAO:0001070,2.0,2.5,3.5,ventral ridge of clypeus
HAO:0001071,2.5,2.5,3.5,ventral row of spines
HAO:0001072,3.0,2.5,3.5,ventral salivarial dilatator
HAO:0001073,3.5,2.5,3.5,ventral vertical lobe of the propleuron
HAO:0001074,4.0,2.5,3.5,ventrolateral cupolo-gonostyle/volsella complex
HAO:0001075,4.5,2.5,3.5,ventromedial cupulo-gonostyle/volsella complex muscle
HAO:0001076,5.0,2.5,3.5,verricule
HAO:0001077,5.5,2.5,3.5,vertex
HAO:0001078,6.0,2.5,3.5,vertex patch
HAO:0001079,6.5,2.5,3.5,vertical apodemal lobe of the mesoscutellum
HAO:0001080,0.5,3.0,3.5,vertical lobe of mesoscutum
HAO:0001081,1.0,3.0,3.5,vesicula seminalis
HAO:0001082,1.5,3.0,3.5,vestibulum
HAO:0001083,2.0,3.0,3.5,villus
HAO:0001084,2.5,3.0,3.5,volsella
HAO:0001085,3.0,3.0,3.5,volsellar plate
HAO:0001086,3.5,3.0,3.5,volsellar ridge
HAO:0001087,4.0,3.0,3.5,vulva
HAO:0001088,4.5,3.0,3.5,Waterston's evaporatorium
HAO:0001089,5.0,3.0,3.5,wing
HAO:0001090,5.5,3.0,3.5,wing base
HAO:0001091,6.0,3.0,3.5,wing cell
HAO:0001092,6.5,3.0,3.5,wing crease
HAO:0001093,0.5,3.5,3.5,wing membrane
HAO:0001094,1.0,3.5,3.5,wing region
HAO:0001095,1.5,3.5,3.5,wing vein
HAO:0001096,2.0,3.5,3.5,wing venation
HAO:0001097,2.5,3.5,3.5,axillular groove
HAO:0001098,3.0,3.5,3.5,capitate peg sensillum
HAO:0001099,3.5,3.5,3.5,head muscle
HAO:0001100,4.0,3.5,3.5,gaine
HAO:0001101,4.5,3.5,3.5,gorgeret
HAO:0001102,5.0,3.5,3.5,lanze
HAO:0001103,5.5,3.5,3.5,olistheter
HAO:0001104,6.0,3.5,3.5,postgenal ridge
HAO:0001105,6.5,3.5,3.5,profurcal muscle
HAO:0001106,0.5,4.0,3.5,probasitarsus
HAO:0001107,1.0,4.0,3.5,ventral ramus of the second valvula
HAO:0001108,1.5,4.0,3.5,pharyngeal muscle
HAO:0001109,2.0,4.0,3.5,postoccipital muscle
HAO:0001110,2.5,4.0,3.5,salivarial muscle
HAO:0001111,3.0,4.0,3.5,mesotrochanteral muscle
HAO:0001112,3.5,4.0,3.5,hypopharyngeal muscle
HAO:0001113,4.0,4.0,3.5,procoxal muscle
HAO:0001114,4.5,4.0,3.5,maxillar muscle
HAO:0001115,5.0,4.0,3.5,anterior thoracic spiracle occlusor muscle
HAO:0001116,5.5,4.0,3.5,laterocervical muscle
HAO:0001117,6.0,4.0,3.5,thoracic muscle
HAO:0001118,6.5,4.0,3.5,abdominal muscle
HAO:0001119,0.5,4.5,3.5,leg muscle
HAO:0001120,1.0,4.5,3.5,mesotibial spur
HAO:0001121,1.5,4.5,3.5,metatibial spur
HAO:0001122,2.0,4.5,3.5,procoxa
HAO:0001123,2.5,4.5,3.5,protrochanter
HAO:0001124,3.0,4.5,3.5,profemur
HAO:0001125,3.5,4.5,3.5,protarsus
HAO:0001126,4.0,4.5,3.5,second tarsomere of fore leg
HAO:0001127,4.5,4.5,3.5,third tarsomere of fore leg
HAO:0001128,5.0,4.5,3.5,fourth tarsomere of the fore leg
HAO:0001129,5.5,4.5,3.5,fifth tarsomere of the fore leg
HAO:0001130,6.0,4.5,3.5,mesotrochanter
HAO:0001131,6.5,4.5,3.5,mesofemur
HAO:0001132,0.5,5.0,3.5,mesotarsus
HAO:0001133,1.0,5.0,3.5,mesobasitarsus
HAO:0001134,1.5,5.0,3.5,second tarsomere of mid leg
HAO:0001135,2.0,5.0,3.5,third tarsomere of hind leg
HAO:0001136,2.5,5.0,3.5,third tarsomere of mid leg
HAO:0001137,3.0,5.0,3.5,fourth tarsomere of mid leg
HAO:0001138,3.5,5.0,3.5,fifth tarsomere of the mid leg
HAO:0001139,4.0,5.0,3.5,metatrochanter
HAO:0001140,4.5,5.0,3.5,metafemur
HAO:0001141,5.0,5.0,3.5,metatarsus
HAO:0001142,5.5,5.0,3.5,metabasitarsus
HAO:0001143,6.0,5.0,3.5,second tarsomere of hind leg
HAO:0001144,6.5,5.0,3.5,fourth tarsomere of hind leg
HAO:0001145,0.5,5.5,3.5,fifth tarsomere of hind leg
HAO:0001146,1.0,5.5,3.5,joint
HAO:0001147,1.5,5.5,3.5,abdominal mediotergite 3
HAO:0001148,2.0,5.5,3.5,first flagellomere
HAO:0001149,2.5,5.5,3.5,abdominal laterotergite 8
HAO:0001150,3.0,5.5,3.5,abdominal mediotergite 2
HAO:0001151,3.5,5.5,3.5,abdominal mediotergite 4
HAO:0001152,4.0,5.5,3.5,abdominal mediotergite 5
HAO:0001153,4.5,5.5,3.5,abdominal mediotergite 6
HAO:0001154,5.0,5.5,3.5,acidopore
HAO:0001155,5.5,5.5,3.5,acropleuron
HAO:0001156,6.0,5.5,3.5,acrotergite
HAO:0001157,6.5,5.5,3.5,adnotaular setae
HAO:0001158,0.5,6.0,3.5,adpetiolar strip
HAO:0001159,1.0,6.0,3.5,axillular line
HAO:0001160,1.5,6.0,3.5,axillary region of the fore wing
HAO:0001161,2.0,6.0,3.5,axillar depression
HAO:0001162,2.5,6.0,3.5,auxiliary propodeal carina
HAO:0001163,3.0,6.0,3.5,anteroventral cavity
HAO:0001164,3.5,6.0,3.5,anterior tentorio-scapal muscle
HAO:0001165,4.0,6.0,3.5,anterior stipito-palpal muscle
HAO:0001166,4.5,6.0,3.5,anterior second valvifer-second valvula muscle
HAO:0001167,5.0,6.0,3.5,anterior scutellum
HAO:0001168,5.5,6.0,3.5,anterior pronoto-laterocervical muscle
HAO:0001169,6.0,6.0,3.5,anterior mesonoto-metanotal muscle
HAO:0001170,6.5,6.0,3.5,anterior glossal plate
HAO:0001171,0.5,6.5,3.5,anterior flange of abdominal tergum nine
HAO:0001172,1.0,6.5,3.5,antennal muscle
HAO:0001173,1.5,6.5,3.5,annulus
HAO:0001174,2.0,6.5,3.5,anepimeron
HAO:0001175,2.5,6.5,3.5,anapleurite
HAO:0001176,3.0,6.5,3.5,banding pattern
HAO:0001177,3.5,6.5,3.5,basal articulation
HAO:0001178,4.0,6.5,3.5,admedian clypeal furrow
HAO:0001179,4.5,6.5,3.5,basal hooklet
HAO:0001180,5.0,6.5,3.5,basitarsal comb
HAO:0001181,5.5,6.5,3.5,foretarsal rake
HAO:0001182,6.0,6.5,3.5,cercal bristle
HAO:0001183,6.5,6.5,3.5,chela
HAO:0001184,0.5,0.5,4.0,clypeal tooth
HAO:0001185,1.0,0.5,4.0,clava
HAO:0001186,1.5,0.5,4.0,clavomere
HAO:0001187,2.0,0.5,4.0,clypeal carina
HAO:0001188,2.5,0.5,4.0,clypeogenal sulcus
HAO:0001189,3.0,0.5,4.0,crenulate ring of the metasoma
HAO:0001190,3.5,0.5,4.0,ctenidium
HAO:0001191,4.0,0.5,4.0,wing blade
HAO:0001192,4.5,0.5,4.0,ventral protibio-probasitarsal muscle
HAO:0001193,5.0,0.5,4.0,ventral metatibio-metabasitarsal muscle
HAO:0001194,5.5,0.5,4.0,ventral metapleuro-third axillary sclerite of hind wing muscle
HAO:0001195,6.0,0.5,4.0,ventral mesotibio-mesobasitarsal muscle
HAO:0001196,6.5,0.5,4.0,unguitractor plate of the protarsus
HAO:0001197,0.5,1.0,4.0,unguitractor plate of the metatarsus
HAO:0001198,1.0,1.0,4.0,unguitractor plate of the mesotarsus
HAO:0001199,1.5,1.0,4.0,tyloid
HAO:0001200,2.0,1.0,4.0,trochanteral fossa of the profemur
HAO:0001201,2.5,1.0,4.0,trochanteral fossa of the metafemur
HAO:0001202,3.0,1.0,4.0,trochanteral fossa of the mesofemur
HAO:0001203,3.5,1.0,4.0,transverse metepisternal carina
HAO:0001204,4.0,1.0,4.0,transscutal articulation
HAO:0001205,4.5,1.0,4.0,transepisternal line
HAO:0001206,5.0,1.0,4.0,tibial fossa of the profemur
HAO:0001207,5.5,1.0,4.0,tibial fossa of the femur
HAO:0001208,6.0,1.0,4.0,tibial condyle of the probasitarsus
HAO:0001209,6.5,1.0,4.0,tibial condyle of the metabasitarsus
HAO:0001210,0.5,1.5,4.0,tibial condyle of the mesobasitarsus
HAO:0001211,1.0,1.5,4.0,tibial articular process of the probasitarsus
HAO:0001212,1.5,1.5,4.0,tibial articular process of the metabasitarsus
HAO:0001213,2.0,1.5,4.0,tibial articular process of the mesobasitarsus
HAO:0001214,2.5,1.5,4.0,third mesopleuro-third axillary sclerite of fore wing muscle
HAO:0001215,3.0,1.5,4.0,tergal muscle
HAO:0001216,3.5,1.5,4.0,metanoto-metacoxal muscle
HAO:0001217,4.0,1.5,4.0,subomaulus
HAO:0001218,4.5,1.5,4.0,subforaminal bridge
HAO:0001219,5.0,1.5,4.0,subapical tooth
HAO:0001220,5.5,1.5,4.0,subantennal groove
HAO:0001221,6.0,1.5,4.0,subalar ridge
HAO:0001222,6.5,1.5,4.0,strigilis
HAO:0001223,0.5,2.0,4.0,sternal muscle
HAO:0001224,1.0,2.0,4.0,squama
HAO:0001225,1.5,2.0,4.0,spiracular muscle
HAO:0001226,2.0,2.0,4.0,tooth number 2
HAO:0001227,2.5,2.0,4.0,tooth number 3
HAO:0001228,3.0,2.0,4.0,tooth number 4
HAO:0001229,3.5,2.0,4.0,scutellum
HAO:0001230,4.0,2.0,4.0,scutellar plate
HAO:0001231,4.5,2.0,4.0,proximodorsal process of the protibia
HAO:0001232,5.0,2.0,4.0,proximodorsal process of the metatibia
HAO:0001233,5.5,2.0,4.0,proximodorsal process of the mesotibia
HAO:0001234,6.0,2.0,4.0,proximal profemoral apodeme
HAO:0001235,6.5,2.0,4.0,proximal mesofemoral apodeme
HAO:0001236,0.5,2.5,4.0,proximal condyle of the tarsomere
HAO:0001237,1.0,2.5,4.0,proximal articular process of the tarsomere
HAO:0001238,1.5,2.5,4.0,protrochantero-profemoral muscle
HAO:0001239,2.0,2.5,4.0,protrochantero-profemoral joint
HAO:0001240,2.5,2.5,4.0,protrochantero-profemoral articulation
HAO:0001241,3.0,2.5,4.0,femoral condyle of the protrochanter
HAO:0001242,3.5,2.5,4.0,protrochanteral apodeme
HAO:0001243,4.0,2.5,4.0,protrochantellus
HAO:0001244,4.5,2.5,4.0,protibio-probasitarsal joint
HAO:0001245,5.0,2.5,4.0,protibio-probasitarsal articulation
HAO:0001246,5.5,2.5,4.0,protibio-pretarsus of the protarsus muscle
HAO:0001247,6.0,2.5,4.0,protelotarsus
HAO:0001248,6.5,2.5,4.0,propodeum
HAO:0001249,0.5,3.0,4.0,propodeum
HAO:0001250,1.0,3.0,4.0,trochanteral articular process of the metafemur
HAO:0001251,1.5,3.0,4.0,trochanteral condyle of the metafemur
HAO:0001252,2.0,3.0,4.0,mesotibio-mesobasitarsal articulation
HAO:0001253,2.5,3.0,4.0,mesotibio-mesobasitarsal joint
HAO:0001254,3.0,3.0,4.0,articular membrane of the mesotibio-mesobasitarsal muscle
HAO:0001255,3.5,3.0,4.0,mesotibio-pretarsus of mesotarsus muscle
HAO:0001256,4.0,3.0,4.0,mesotrochanteral apodeme
HAO:0001257,4.5,3.0,4.0,mesotrochantero-mesofemoral articulation
HAO:0001258,5.0,3.0,4.0,femoral condyle of the mesotrochanter
HAO:0001259,5.5,3.0,4.0,mesotrochantero-mesofemoral joint
HAO:0001260,6.0,3.0,4.0,articular membrane
HAO:0001261,6.5,3.0,4.0,mesotrochantero-mesofemoral muscle
HAO:0001262,0.5,3.5,4.0,mesotrochantinal muscle
HAO:0001263,1.0,3.5,4.0,metabasicoxite
HAO:0001264,1.5,3.5,4.0,metacoxal foramen
HAO:0001265,2.0,3.5,4.0,metacoxo-metatrochanteral joint
HAO:0001266,2.5,3.5,4.0,metafemoro-metatibial joint
HAO:0001267,3.0,3.5,4.0,metafemoro-pretarsus of the metatarsus muscle
HAO:0001268,3.5,3.5,4.0,metapecto-metacoxal joint
HAO:0001269,4.0,3.5,4.0,metapectus
HAO:0001270,4.5,3.5,4.0,metapectus
HAO:0001271,5.0,3.5,4.0,metapleuron
HAO:0001272,5.5,3.5,4.0,metapleuron
HAO:0001273,6.0,3.5,4.0,metapleuron
HAO:0001274,6.5,3.5,4.0,metasomal condyle of the propodeum
HAO:0001275,0.5,4.0,4.0,metatelotarsus
HAO:0001276,1.0,4.0,4.0,metatibio-metabasitarsal articulation
HAO:0001277,1.5,4.0,4.0,metatibio-metabasitarsal joint
HAO:0001278,2.0,4.0,4.0,metatibio-pretarsus of the metatarsus muscle
HAO:0001279,2.5,4.0,4.0,metatrochanteral apodeme
HAO:0001280,3.0,4.0,4.0,metatrochantero-metafemoral muscle
HAO:0001281,3.5,4.0,4.0,metatrochantero-metafemoral joint
HAO:0001282,4.0,4.0,4.0,posterior mesotibio-mesobasitarsal muscle
HAO:0001283,4.5,4.0,4.0,ninth abdominal tergal muscle
HAO:0001284,5.0,4.0,4.0,cranial condyle of the propleuron
HAO:0001285,5.5,4.0,4.0,occlusor muscle apodeme of the mesothoracic spiracle
HAO:0001286,6.0,4.0,4.0,occlusor of the propodeal spiracle muscle
HAO:0001287,6.5,4.0,4.0,odontoidea
HAO:0001288,0.5,4.5,4.0,omaulus
HAO:0001289,1.0,4.5,4.0,opisthogaster
HAO:0001290,1.5,4.5,4.0,ovipositor muscle
HAO:0001291,2.0,4.5,4.0,parameral seta
HAO:0001292,2.5,4.5,4.0,pecto-coxal joint
HAO:0001293,3.0,4.5,4.0,pleurostomal carina
HAO:0001294,3.5,4.5,4.0,posterior trochanteral condyle of the mesocoxa
HAO:0001295,4.0,4.5,4.0,posterior coxal fossa of the metatrochanter
HAO:0001296,4.5,4.5,4.0,posterior trochanteral condyle of the metacoxa
HAO:0001297,5.0,4.5,4.0,posterior coxal fossa of the protrochanter
HAO:0001298,5.5,4.5,4.0,posterior trochanteral condyle of the procoxa
HAO:0001299,6.0,4.5,4.0,posterior femoro-tibial articulation
HAO:0001300,6.5,4.5,4.0,posterior mesocoxo-mesotrochanteral articulation
HAO:0001301,0.5,5.0,4.0,posterior mesocoxo-mesotrochanteral muscle
HAO:0001302,1.0,5.0,4.0,posterior mesonoto-metanotal muscle
HAO:0001303,1.5,5.0,4.0,posterior metacoxo-metatrochanteral articulation of the metacoxa
HAO:0001304,2.0,5.0,4.0,propodeal muscle
HAO:0001305,2.5,5.0,4.0,propleural arm-protrochanteral muscle
HAO:0001306,3.0,5.0,4.0,pronoto-third axillary sclerite of fore wing muscle
HAO:0001307,3.5,5.0,4.0,propecto-procoxal joint
HAO:0001308,4.0,5.0,4.0,prong of hypopygium
HAO:0001309,4.5,5.0,4.0,profurco-protrochanteral muscle
HAO:0001310,5.0,5.0,4.0,profurcasternum
HAO:0001311,5.5,5.0,4.0,profemoro-protibial joint
HAO:0001312,6.0,5.0,4.0,profemoro-pretarsus of protarsus muscle
HAO:0001313,6.5,5.0,4.0,procuticle
HAO:0001314,0.5,5.5,4.0,procoxo-protrochanteral joint
HAO:0001315,1.0,5.5,4.0,procoxal foramen
HAO:0001316,1.5,5.5,4.0,proboscidial fossa
HAO:0001317,2.0,5.5,4.0,probasisternum
HAO:0001318,2.5,5.5,4.0,probasicoxite
HAO:0001319,3.0,5.5,4.0,pretarsus of protarsus
HAO:0001320,3.5,5.5,4.0,pretarsus of metatarsus
HAO:0001321,4.0,5.5,4.0,pretarsus of mesotarsus
HAO:0001322,4.5,5.5,4.0,prepecto-procoxal muscle
HAO:0001323,5.0,5.5,4.0,preomaular area
HAO:0001324,5.5,5.5,4.0,precoxal carina
HAO:0001325,6.0,5.5,4.0,pre-apical ledge
HAO:0001326,6.5,5.5,4.0,postmedian metanotal wing process
HAO:0001327,0.5,6.0,4.0,posterolateral metapleuro-metanotal muscle
HAO:0001328,1.0,6.0,4.0,posterolateral metacoxo-metatrochanteral muscle
HAO:0001329,1.5,6.0,4.0,posterior trochanteral articular process of the procoxa
HAO:0001330,2.0,6.0,4.0,posterior trochanteral articular process of the metacoxa
HAO:0001331,2.5,6.0,4.0,posterior trochanteral articular process of the mesocoxa
HAO:0001332,3.0,6.0,4.0,posterior metafemoro-metatibial articulation
HAO:0001333,3.5,6.0,4.0,posterior procoxo-protrochanteral articulation
HAO:0001334,4.0,6.0,4.0,posterior metatibio-metabasitarsal muscle
HAO:0001335,4.5,6.0,4.0,posterior procoxo-protrochanteral muscle
HAO:0001336,5.0,6.0,4.0,posterior profemoro-protibial articulation
HAO:0001337,5.5,6.0,4.0,posterior protibio-probasitarsal muscle
HAO:0001338,6.0,6.0,4.0,posterior proximal process of the mesobasitarsus
HAO:0001339,6.5,6.0,4.0,posterior proximal process of the metabasitarsus
HAO:0001340,0.5,6.5,4.0,posterior proximal process of the probasitarsus
HAO:0001341,1.0,6.5,4.0,prora
HAO:0001342,1.5,6.5,4.0,rastellum
HAO:0001343,2.0,6.5,4.0,posterior tentorial arm
HAO:0001344,2.5,6.5,4.0,posterior metapleuro-metabasalar muscle
HAO:0001345,3.0,6.5,4.0,ammochaetae
HAO:0001346,3.5,6.5,4.0,psammophore
HAO:0001347,4.0,6.5,4.0,posterior mesofemoro-mesotibial articulation
HAO:0001348,4.5,6.5,4.0,posterior coxal fossa of the mesotrochanter
HAO:0001349,5.0,6.5,4.0,metasomal tergum
HAO:0001350,5.5,6.5,4.0,metasomal sternum
HAO:0001351,6.0,6.5,4.0,mesotibia
HAO:0001352,6.5,6.5,4.0,mesotelotarsus
HAO:0001353,0.5,0.5,4.5,mesopostnotal apodeme
HAO:0001354,1.0,0.5,4.5,mesopleuron
HAO:0001355,1.5,0.5,4.5,mesopleuro-metanotal muscle
HAO:0001356,2.0,0.5,4.5,mesopleural sulcus
HAO:0001357,2.5,0.5,4.5,mesopleural ridge
HAO:0001358,3.0,0.5,4.5,mesopleural pit
HAO:0001359,3.5,0.5,4.5,mesopleural apodeme
HAO:0001360,4.0,0.5,4.5,mesopecto-mesocoxal joint
HAO:0001361,4.5,0.5,4.5,mesonoto-mesotrochantinal muscle
HAO:0001362,5.0,0.5,4.5,mesolaterophragmo-hind wing base muscle
HAO:0001363,5.5,0.5,4.5,mesofurco-profurcal muscle
HAO:0001364,6.0,0.5,4.5,mesofurco-metafurcal muscle
HAO:0001365,6.5,0.5,4.5,mesofemoro-pretarsus of the mesotarsus muscle
HAO:0001366,0.5,1.0,4.5,mesofemoro-mesotibial joint
HAO:0001367,1.0,1.0,4.5,mesocoxo-mesotrochanteral joint
HAO:0001368,1.5,1.0,4.5,mesobasicoxite
HAO:0001369,2.0,1.0,4.5,median propleuro-postoccipital muscle
HAO:0001370,2.5,1.0,4.5,median pronoto-procoxal muscle
HAO:0001371,3.0,1.0,4.5,median procoxo-protrochanteral muscle
HAO:0001372,3.5,1.0,4.5,median metatrochantero-metafemoral articulation
HAO:0001373,4.0,1.0,4.5,median metapleuro-metanotal muscle
HAO:0001374,4.5,1.0,4.5,median metacoxo-metatrochanteral muscle
HAO:0001375,5.0,1.0,4.5,median mesophragmo-metaphragmal muscle
HAO:0001376,5.5,1.0,4.5,median mesofurco-metafurcal muscle
HAO:0001377,6.0,1.0,4.5,median mesocoxo-mesotrochanteral muscle
HAO:0001378,6.5,1.0,4.5,median longitudinal metepisternal carina
HAO:0001379,0.5,1.5,4.5,medial profemoro-protibial muscle
HAO:0001380,1.0,1.5,4.5,medial pectal fossa of the metacoxa
HAO:0001381,1.5,1.5,4.5,medial pectal fossa of the mesocoxa
HAO:0001382,2.0,1.5,4.5,medial metafemoro-metatibial muscle
HAO:0001383,2.5,1.5,4.5,medial mesopecto-mesocoxal articulation
HAO:0001384,3.0,1.5,4.5,medial mesofemoro-mesotibial muscle
HAO:0001385,3.5,1.5,4.5,medial coxal condyle of the metapectus
HAO:0001386,4.0,1.5,4.5,medial coxal condyle of the mesopectus
HAO:0001387,4.5,1.5,4.5,medial metapecto-metacoxal articulation
HAO:0001388,5.0,1.5,4.5,medial coxal articular process of the metapectus
HAO:0001389,5.5,1.5,4.5,medial coxal articular process of the mesopectus
HAO:0001390,6.0,1.5,4.5,mandibular condyle
HAO:0001391,6.5,1.5,4.5,mandibular acetabulum
HAO:0001392,0.5,2.0,4.5,male genitalia muscle
HAO:0001393,1.0,2.0,4.5,malar area
HAO:0001394,1.5,2.0,4.5,malar groove
HAO:0001395,2.0,2.0,4.5,line of separation
HAO:0001396,2.5,2.0,4.5,lateral propleuro-procoxal articulation
HAO:0001397,3.0,2.0,4.5,lateral propleuro-postoccipital muscle
HAO:0001398,3.5,2.0,4.5,lateral profemoro-protibial muscle
HAO:0001399,4.0,2.0,4.5,malar depression
HAO:0001400,4.5,2.0,4.5,lateral pectal fossa of the procoxa
HAO:0001401,5.0,2.0,4.5,lateral pectal fossa of the metacoxa
HAO:0001402,5.5,2.0,4.5,lateral pectal fossa of the mesocoxa
HAO:0001403,6.0,2.0,4.5,lateral metepisternal projection
HAO:0001404,6.5,2.0,4.5,lateral metatrochantero-metafemoral articulation
HAO:0001405,0.5,2.5,4.5,lateral metapleuro-metacoxal articulation
HAO:0001406,1.0,2.5,4.5,lateral metapleuro-metabasalar muscle
HAO:0001407,1.5,2.5,4.5,lateral metafemoro-metatibial muscle
HAO:0001408,2.0,2.5,4.5,lateral mesopleuro-mesocoxal articulation
HAO:0001409,2.5,2.5,4.5,lateral mesophragmo-metaphragmal muscle
HAO:0001410,3.0,2.5,4.5,lateral mesofemoro-mesotibial muscle
HAO:0001411,3.5,2.5,4.5,lateral mesocoxo-mesotrochanteral muscle
HAO:0001412,4.0,2.5,4.5,lateral longitudinal metepisternal carina
HAO:0001413,4.5,2.5,4.5,lateral coxal condyle of the propleuron
HAO:0001414,5.0,2.5,4.5,lateral coxal condyle of the metapleuron
HAO:0001415,5.5,2.5,4.5,lateral coxal condyle of the mesopleuron
HAO:0001416,6.0,2.5,4.5,lateral coxal articular process of the metapleuron
HAO:0001417,6.5,2.5,4.5,Weber length
HAO:0001418,0.5,3.0,4.5,3rd abdominal spiracle
HAO:0001419,1.0,3.0,4.5,5th abdominal spiracle
HAO:0001420,1.5,3.0,4.5,6th abdominal spiracle
HAO:0001421,2.0,3.0,4.5,7th abdominal spiracle
HAO:0001422,2.5,3.0,4.5,8th abdominal spiracle
HAO:0001423,3.0,3.0,4.5,abdominal laterotergite 1
HAO:0001424,3.5,3.0,4.5,abdominal spiracle
HAO:0001425,4.0,3.0,4.5,abdominal sternum
HAO:0001426,4.5,3.0,4.5,abdominal tergum
HAO:0001427,5.0,3.0,4.5,accessory prong of hypopygium
HAO:0001428,5.5,3.0,4.5,acetabular carina
HAO:0001429,6.0,3.0,4.5,antennal condyle of the cranium
HAO:0001430,6.5,3.0,4.5,basal knob
HAO:0001431,0.5,3.5,4.5,antennafer
HAO:0001432,1.0,3.5,4.5,antennal scrobe
HAO:0001433,1.5,3.5,4.5,anterior coxal fossa of the mesotrochanter
HAO:0001434,2.0,3.5,4.5,anterior coxal articular process of the mesotrochanter
HAO:0001435,2.5,3.5,4.5,basitarsal articular process of the metatibia
HAO:0001436,3.0,3.5,4.5,anterior femoro-tibial articulation
HAO:0001437,3.5,3.5,4.5,anterior mesocoxo-mesotrochanteral muscle
HAO:0001438,4.0,3.5,4.5,anterior mesofemoro-mesotibial articulation
HAO:0001439,4.5,3.5,4.5,anterior mesofurcal arm
