ID,X,Y,Z,Label,Placed
HAO:0000835,-6.674156,13.02,16.69584, pronotal groove,False
HAO:0000836,-5.613496,13.02,17.7565, pronotal lobe,False
HAO:0000837,-4.552836,13.02,18.81716, pronotal neck,False
HAO:0000838,-3.492175,13.02,19.87782, pronotal plate,False
HAO:0000839,-2.431515,13.02,20.93848, pronotal projection,False
HAO:0000840,-1.370855,13.02,21.99915, pronotal shoulder,False
HAO:0000841,-32.13,11.52,-8.76, pronotal side,False
HAO:0000842,-31.06934,11.52,-7.69934, pronotal suprahumeral sulcus,False
HAO:0000843,-30.00868,11.52,-6.63868, pronotal verricule,False
HAO:0000844,-28.94802,11.52,-5.578019, pronoto-laterocervical muscle,False
HAO:0000845,-27.88736,11.52,-4.517359, pronoto-mesobasalar muscle,False
HAO:0000846,-26.8267,11.52,-3.456699, pronoto-mesothoracic spiracle muscle,False
HAO:0000847,-25.76604,11.52,-2.396039, pronoto-postoccipital muscle,False
HAO:0000848,-24.70538,11.52,-1.335379, pronoto-procoxal muscle,False
HAO:0000849,-23.64472,11.52,-0.274719, pronoto-profurcal muscle,False
HAO:0000850,-22.58406,11.52,0.785942, pronoto-prophragmal muscle,False
HAO:0000851,-21.5234,11.52,1.846602, pronoto-propleural muscle,False
HAO:0000852,-20.46274,11.52,2.907262, pronoto-third axillary sclerite muscle,False
HAO:0000853,-19.40208,11.52,3.967922, pronotum,False
HAO:0000854,-18.34142,11.52,5.028582, propectus,False
HAO:0000855,-17.28076,11.52,6.089242, prophragma,False
HAO:0000856,-16.2201,11.52,7.149903, propleural arm,False
HAO:0000857,-15.15944,11.52,8.210563, propleural cervical sulcus,False
HAO:0000858,-14.09878,11.52,9.271223, propleural epicoxal sulcus,False
HAO:0000859,-13.03812,11.52,10.33188, propleuro-postoccipital muscle,False
HAO:0000860,-11.97746,11.52,11.39254, propleuro-procoxal muscle,False
HAO:0000861,-10.9168,11.52,12.4532, propleuro-protrochanteral muscle,False
HAO:0000862,-9.856136,11.52,13.51386, propleuron,False
HAO:0000863,-8.795476,11.52,14.57452, propodeal bridge,False
HAO:0000864,-7.734816,11.52,15.63518, propodeal carina,False
HAO:0000865,-6.674156,11.52,16.69584, propodeal foramen,False
HAO:0000866,-5.613496,11.52,17.7565, propodeal tooth,False
HAO:0000867,-4.552836,11.52,18.81716, propodeo-first metasomal spiracle muscle,False
HAO:0000868,-3.492175,11.52,19.87782, propodeo-second abdominal sternal muscle,False
HAO:0000869,-2.431515,11.52,20.93848, propodeo-second abdominal tergal muscle,False
HAO:0000870,-1.370855,11.52,21.99915, prospinasterno-mesofurcal muscle,False
HAO:0000871,-32.13,10.02,-8.76, prosternal incision,False
HAO:0000872,-31.06934,10.02,-7.69934, prosterno-procoxal muscle,False
HAO:0000873,-30.00868,10.02,-6.63868, prosternum,False
HAO:0000874,-28.94802,10.02,-5.578019, prothorax,False
HAO:0000875,-27.88736,10.02,-4.517359, protibial spur,False
HAO:0000876,-26.8267,10.02,-3.456699, proximal gonostipo-parossiculal muscle,False
HAO:0000877,-25.76604,10.02,-2.396039, proximodorsal gonostyle/volsella complex-penisvalval muscle,False
HAO:0000878,-24.70538,10.02,-1.335379, proximolateral apodeme of cupula,False
HAO:0000879,-23.64472,10.02,-0.274719, proximoventral gonostyle/volsella complex-penisvalval muscle,False
HAO:0000880,-22.58406,10.02,0.785942, pseudoceps,False
HAO:0000881,-21.5234,10.02,1.846602, pseudophragma,False
HAO:0000882,-20.46274,10.02,2.907262, pteralia,False
HAO:0000883,-19.40208,10.02,3.967922, pterothorax,False
HAO:0000884,-18.34142,10.02,5.028582, pulvillum,False
HAO:0000885,-17.28076,10.02,6.089242, puncture,False
HAO:0000886,-16.2201,10.02,7.149903, pupa,False
HAO:0000887,-15.15944,10.02,8.210563, pygidial plate,False
HAO:0000888,-14.09878,10.02,9.271223, radial vein,False
HAO:0000889,-13.03812,10.02,10.33188, radicle,False
HAO:0000890,-11.97746,10.02,11.39254, radio-medial cross vein,False
HAO:0000891,-10.9168,10.02,12.4532, ramal rod,False
HAO:0000892,-9.856136,10.02,13.51386, rami valvularum,False
HAO:0000893,-8.795476,10.02,14.57452, region,False
HAO:0000894,-7.734816,10.02,15.63518, remigial region,False
HAO:0000895,-6.674156,10.02,16.69584, reproductive system,False
HAO:0000896,-5.613496,10.02,17.7565, retractor of the epipharynx,False
HAO:0000897,-4.552836,10.02,18.81716, retractor of the mouth angle,False
HAO:0000898,-3.492175,10.02,19.87782, rhachis,False
HAO:0000899,-2.431515,10.02,20.93848, ridge,False
HAO:0000900,-1.370855,10.02,21.99915, rim,False
HAO:0000901,-32.13,31.02,-8.76, row,False
HAO:0000902,-31.06934,31.02,-7.69934, row of impressions,False
HAO:0000903,-30.00868,31.02,-6.63868, row of setae,False
HAO:0000904,-28.94802,31.02,-5.578019, ruga,False
HAO:0000905,-27.88736,31.02,-4.517359, salivarial orifice,False
HAO:0000906,-26.8267,31.02,-3.456699, salivarium,False
HAO:0000907,-25.76604,31.02,-2.396039, scale,False
HAO:0000908,-24.70538,31.02,-1.335379, scape,False
HAO:0000909,-23.64472,31.02,-0.274719, sclerite,False
HAO:0000910,-22.58406,31.02,0.785942, scopa,False
HAO:0000911,-21.5234,31.02,1.846602, scrobal depression,False
HAO:0000912,-20.46274,31.02,2.907262, scrobe,False
HAO:0000913,-19.40208,31.02,3.967922, sculpture,False
HAO:0000914,-18.34142,31.02,5.028582, scutellar bridge,False
HAO:0000915,-17.28076,31.02,6.089242, scutellar disc,False
HAO:0000916,-16.2201,31.02,7.149903, scutellar fovea,False
HAO:0000917,-15.15944,31.02,8.210563, scutellar sulcus,False
HAO:0000918,-14.09878,31.02,9.271223, scutoscutellar ridge,False
HAO:0000919,-13.03812,31.02,10.33188, scutoscutellar sulcus,False
HAO:0000920,-11.97746,31.02,11.39254, scutoscutellar suture,False
HAO:0000921,-10.9168,31.02,12.4532, second axillary sclerite,False
HAO:0000922,-9.856136,31.02,13.51386, second dorsal diagonal muscle,False
HAO:0000923,-8.795476,31.02,14.57452, second median plate,False
HAO:0000924,-7.734816,31.02,15.63518, second mesopleuro-mesonotal muscle,False
HAO:0000925,-6.674156,31.02,16.69584, second phragmo-third phragmal muscle,False
HAO:0000926,-5.613496,31.02,17.7565, proximal gonostyle/volsella complex-harpal muscle,False
HAO:0000927,-4.552836,31.02,18.81716, second valvifer,False
HAO:0000928,-3.492175,31.02,19.87782, second valvula,False
HAO:0000929,-2.431515,31.02,20.93848, segment,False
HAO:0000930,-1.370855,31.02,21.99915, sense organ,False
HAO:0000931,-32.13,29.52,-8.76, sensillar patch,False
HAO:0000932,-31.06934,29.52,-7.69934, sensillar patch of the male flagellomere,False
HAO:0000933,-30.00868,29.52,-6.63868, sensillum,False
HAO:0000934,-28.94802,29.52,-5.578019, sensillum trichodeum curvatum,False
HAO:0000935,-27.88736,29.52,-4.517359, seta,False
HAO:0000936,-26.8267,29.52,-3.456699, setiferous patch,False
HAO:0000937,-25.76604,29.52,-2.396039, sex flagellomere,False
HAO:0000938,-24.70538,29.52,-1.335379, signum,False
HAO:0000939,-23.64472,29.52,-0.274719, sitophore,False
HAO:0000940,-22.58406,29.52,0.785942, skaphion,False
HAO:0000941,-21.5234,29.52,1.846602, skaphion carina,False
HAO:0000942,-20.46274,29.52,2.907262, spatha,False
HAO:0000943,-19.40208,29.52,3.967922, specialized adhesive spur,False
HAO:0000944,-18.34142,29.52,5.028582, speculum,False
HAO:0000945,-17.28076,29.52,6.089242, spermatheca,False
HAO:0000946,-16.2201,29.52,7.149903, spiculum,False
HAO:0000947,-15.15944,29.52,8.210563, spina,False
HAO:0000948,-14.09878,29.52,9.271223, spinasternum,False
HAO:0000949,-13.03812,29.52,10.33188, spine,False
HAO:0000950,-11.97746,29.52,11.39254, spiracle,False
HAO:0000951,-10.9168,29.52,12.4532, spur,False
HAO:0000952,-9.856136,29.52,13.51386, sternacostal suture,False
HAO:0000953,-8.795476,29.52,14.57452, sternaulus,False
HAO:0000954,-7.734816,29.52,15.63518, sternellum,False
HAO:0000955,-6.674156,29.52,16.69584, sternite,False
HAO:0000956,-5.613496,29.52,17.7565, sternum,False
HAO:0000957,-4.552836,29.52,18.81716, stigma,False
HAO:0000958,-3.492175,29.52,19.87782, stipes,False
HAO:0000959,-2.431515,29.52,20.93848, stylet,False
HAO:0000960,-1.370855,29.52,21.99915, subalar area,False
HAO:0000961,-32.13,28.02,-8.76, subalar pit,False
HAO:0000962,-31.06934,28.02,-7.69934, subalare,False
HAO:0000963,-30.00868,28.02,-6.63868, hypoproct,False
HAO:0000964,-28.94802,28.02,-5.578019, subantennal area,False
HAO:0000965,-27.88736,28.02,-4.517359, subantennal groove,False
HAO:0000966,-26.8267,28.02,-3.456699, subaxillular bar,False
HAO:0000967,-25.76604,28.02,-2.396039, subcosta,False
HAO:0000968,-24.70538,28.02,-1.335379, subgenal carina,False
HAO:0000969,-23.64472,28.02,-0.274719, subgenal coronet,False
HAO:0000970,-22.58406,28.02,0.785942, submarginal carina of abdominal tergite,False
HAO:0000971,-21.5234,28.02,1.846602, submarginal groove,False
HAO:0000972,-20.46274,28.02,2.907262, submarginal vein,False
HAO:0000973,-19.40208,28.02,3.967922, submedian carina,False
HAO:0000974,-18.34142,28.02,5.028582, submetapleural carina,False
HAO:0000975,-17.28076,28.02,6.089242, subpleural signum,False
HAO:0000976,-16.2201,28.02,7.149903, subpleuron,False
HAO:0000977,-15.15944,28.02,8.210563, sucking pump,False
HAO:0000978,-14.09878,28.02,9.271223, sulcus,False
HAO:0000979,-13.03812,28.02,10.33188, supraalar area,False
HAO:0000980,-11.97746,28.02,11.39254, epiproct,False
HAO:0000981,-10.9168,28.02,12.4532, supraclypeal area,False
HAO:0000982,-9.856136,28.02,13.51386, suture,False
HAO:0000983,-8.795476,28.02,14.57452, synsternal setiferous patch,False
HAO:0000984,-7.734816,28.02,15.63518, synsternal translucent patch,False
HAO:0000985,-6.674156,28.02,16.69584, synsternum,False
HAO:0000986,-5.613496,28.02,17.7565, syntergal translucent patch,False
HAO:0000987,-4.552836,28.02,18.81716, syntergum,False
HAO:0000988,-3.492175,28.02,19.87782, tagma,False
HAO:0000989,-2.431515,28.02,20.93848, tarsal claw,False
HAO:0000990,-1.370855,28.02,21.99915, tarsal plantula,False
HAO:0000991,-32.13,26.52,-8.76, tarsomere,False
HAO:0000992,-31.06934,26.52,-7.69934, tarsus,False
HAO:0000993,-30.00868,26.52,-6.63868, tegula,False
HAO:0000994,-28.94802,26.52,-5.578019, telotarsus,False
HAO:0000995,-27.88736,26.52,-4.517359, temple,False
HAO:0000996,-26.8267,26.52,-3.456699, tendon,False
HAO:0000997,-25.76604,26.52,-2.396039, tentorial arm,False
HAO:0000998,-24.70538,26.52,-1.335379, tentorial bridge,False
HAO:0000999,-23.64472,26.52,-0.274719, tentorial pit,False
HAO:0001000,-22.58406,26.52,0.785942, tentorio-antennal muscle,False
HAO:0001001,-21.5234,26.52,1.846602, tentorio-labial muscle,False
HAO:0001002,-20.46274,26.52,2.907262, tentorio-stipital muscle,False
HAO:0001003,-19.40208,26.52,3.967922, tentorium,False
HAO:0001004,-18.34142,26.52,5.028582, terebra,False
HAO:0001005,-17.28076,26.52,6.089242, tergite,False
HAO:0001006,-16.2201,26.52,7.149903, tergum,False
HAO:0001007,-15.15944,26.52,8.210563, testis,False
HAO:0001008,-14.09878,26.52,9.271223, third abdominal tergite,False
HAO:0001009,-13.03812,26.52,10.33188, third axillary,False
HAO:0001010,-11.97746,26.52,11.39254, third mesopleuro-mesonotal muscle,False
HAO:0001011,-10.9168,26.52,12.4532, third phragmo-second abdominal tergal muscle,False
HAO:0001012,-9.856136,26.52,13.51386, third valvula,False
HAO:0001013,-8.795476,26.52,14.57452, thoracic segment,False
HAO:0001014,-7.734816,26.52,15.63518, thoracic sternum,False
HAO:0001015,-6.674156,26.52,16.69584, thorax,False
HAO:0001016,-5.613496,26.52,17.7565, thyridium,False
HAO:0001017,-4.552836,26.52,18.81716, tibia,False
HAO:0001018,-3.492175,26.52,19.87782, tibial spur,False
HAO:0001019,-2.431515,26.52,20.93848, tooth,False
HAO:0001020,-1.370855,26.52,21.99915, torular space,False
HAO:0001021,-32.13,25.02,-8.76, torular triangle,False
HAO:0001022,-31.06934,25.02,-7.69934, torulus,False
HAO:0001023,-30.00868,25.02,-6.63868, transaxillar carina,False
HAO:0001024,-28.94802,25.02,-5.578019, translucent patch,False
HAO:0001025,-27.88736,25.02,-4.517359, transmetanotal carina,False
HAO:0001026,-26.8267,25.02,-3.456699, transpleural sulcus,False
HAO:0001027,-25.76604,25.02,-2.396039, transscutal fissure,False
HAO:0001028,-24.70538,25.02,-1.335379, transscutal line,False
HAO:0001029,-23.64472,25.02,-0.274719, transverse carina on petiole,False
HAO:0001030,-22.58406,25.02,0.785942, transverse epipharyngeal muscle,False
HAO:0001031,-21.5234,25.02,1.846602, transverse pronotal carina,False
HAO:0001032,-20.46274,25.02,2.907262, transverse pronotal sulcus,False
HAO:0001033,-19.40208,25.02,3.967922, trochantellus,False
HAO:0001034,-18.34142,25.02,5.028582, trochanter,False
HAO:0001035,-17.28076,25.02,6.089242, trochantin,False
HAO:0001036,-16.2201,25.02,7.149903, tubercle,False
HAO:0001037,-15.15944,25.02,8.210563, tuberculate verricule,False
HAO:0001038,-14.09878,25.02,9.271223, type I sensillum trichodea,False
HAO:0001039,-13.03812,25.02,10.33188, mechanosensory hair,False
HAO:0001040,-11.97746,25.02,11.39254, umbilicated fovea,False
HAO:0001041,-10.9168,25.02,12.4532, uncus,False
HAO:0001042,-9.856136,25.02,13.51386, unguifer,False
HAO:0001043,-8.795476,25.02,14.57452, unguitractor plate,False
HAO:0001044,-7.734816,25.02,15.63518, upper face,False
HAO:0001045,-6.674156,25.02,16.69584, upper mesopleural rim,False
HAO:0001046,-5.613496,25.02,17.7565, valvar ridge,False
HAO:0001047,-4.552836,25.02,18.81716, valviceps,False
HAO:0001048,-3.492175,25.02,19.87782, valvispina,False
HAO:0001049,-2.431515,25.02,20.93848, valvula,False
HAO:0001050,-1.370855,25.02,21.99915, valvura,False
HAO:0001051,-32.13,23.52,-8.76, vannal region,False
HAO:0001052,-31.06934,23.52,-7.69934, vas deferens,False
HAO:0001053,-30.00868,23.52,-6.63868, velum,False
HAO:0001054,-28.94802,23.52,-5.578019, ventral apodeme of the first phragma,False
HAO:0001055,-27.88736,23.52,-4.517359, ventral bridge of the pronotum,False
HAO:0001056,-26.8267,23.52,-3.456699, ventral carina of the metapleuron,False
HAO:0001057,-25.76604,23.52,-2.396039, ventral cibarial dilatator,False
HAO:0001058,-24.70538,23.52,-1.335379, ventral edge of propleuron,False
HAO:0001059,-23.64472,23.52,-0.274719, ventral lamella of the tentorium,False
HAO:0001060,-22.58406,23.52,0.785942, ventral mesopostnotal flange,False
HAO:0001061,-21.5234,23.52,1.846602, ventral metafurcal lamella,False
HAO:0001062,-20.46274,23.52,2.907262, ventral metapleural area,False
HAO:0001063,-19.40208,23.52,3.967922, ventral pharyngeal dilatator,False
HAO:0001064,-18.34142,23.52,5.028582, anterior tentorio-premental muscle,False
HAO:0001065,-17.28076,23.52,6.089242, ventral profurcal lamella,False
HAO:0001066,-16.2201,23.52,7.149903, ventral profurco-postoccipital muscle,False
HAO:0001067,-15.15944,23.52,8.210563, ventral pronotal pit,False
HAO:0001068,-14.09878,23.52,9.271223, ventral propleural area,False
HAO:0001069,-13.03812,23.52,10.33188, ventral propodeal carina,False
HAO:0001070,-11.97746,23.52,11.39254, ventral ridge of clypeus,False
HAO:0001071,-10.9168,23.52,12.4532, ventral row of spines,False
HAO:0001072,-9.856136,23.52,13.51386, ventral salivarial dilatator,False
HAO:0001073,-8.795476,23.52,14.57452, ventral vertical lobe of the propleuron,False
HAO:0001074,-7.734816,23.52,15.63518, ventrolateral cupolo-gonostyle/volsella complex,False
HAO:0001075,-6.674156,23.52,16.69584, ventromedial cupulo-gonostyle/volsella complex muscle,False
HAO:0001076,-5.613496,23.52,17.7565, verricule,False
HAO:0001077,-4.552836,23.52,18.81716, vertex,False
HAO:0001078,-3.492175,23.52,19.87782, vertex patch,False
HAO:0001079,-2.431515,23.52,20.93848, vertical apodemal lobe of the mesoscutellum,False
HAO:0001080,-1.370855,23.52,21.99915, vertical lobe of mesoscutum,False
HAO:0001081,-32.13,22.02,-8.76, vesicula seminalis,False
HAO:0001082,-31.06934,22.02,-7.69934, vestibulum,False
HAO:0001083,-30.00868,22.02,-6.63868, villus,False
HAO:0001084,-28.94802,22.02,-5.578019, volsella,False
HAO:0001085,-27.88736,22.02,-4.517359, volsellar plate,False
HAO:0001086,-26.8267,22.02,-3.456699, volsellar ridge,False
HAO:0001087,-25.76604,22.02,-2.396039, vulva,False
HAO:0001088,-24.70538,22.02,-1.335379, Waterston's evaporatorium,False
HAO:0001089,-23.64472,22.02,-0.274719, wing,False
HAO:0001090,-22.58406,22.02,0.785942, wing base,False
HAO:0001091,-21.5234,22.02,1.846602, wing cell,False
HAO:0001092,-20.46274,22.02,2.907262, wing crease,False
HAO:0001093,-19.40208,22.02,3.967922, wing membrane,False
HAO:0001094,-18.34142,22.02,5.028582, wing region,False
HAO:0001095,-17.28076,22.02,6.089242, wing vein,False
HAO:0001096,-16.2201,22.02,7.149903, wing venation,False
HAO:0001097,-15.15944,22.02,8.210563, axillular groove,False
HAO:0001098,-14.09878,22.02,9.271223, capitate peg sensillum,False
HAO:0001099,-13.03812,22.02,10.33188, head muscle,False
HAO:0001100,-11.97746,22.02,11.39254, gaine,False
HAO:0001101,-10.9168,22.02,12.4532, gorgeret,False
HAO:0001102,-9.856136,22.02,13.51386, lanze,False
HAO:0001103,-8.795476,22.02,14.57452, olistheter,False
HAO:0001104,-7.734816,22.02,15.63518, postgenal ridge,False
HAO:0001105,-6.674156,22.02,16.69584, profurcal muscle,False
HAO:0001106,-5.613496,22.02,17.7565, probasitarsus,False
HAO:0001107,-4.552836,22.02,18.81716, ventral ramus of the second valvula,False
HAO:0001108,-3.492175,22.02,19.87782, pharyngeal muscle,False
HAO:0001109,-2.431515,22.02,20.93848, postoccipital muscle,False
HAO:0001110,-1.370855,22.02,21.99915, salivarial muscle,False
HAO:0001111,-32.13,20.52,-8.76, mesotrochanteral muscle,False
HAO:0001112,-31.06934,20.52,-7.69934, hypopharyngeal muscle,False
HAO:0001113,-30.00868,20.52,-6.63868, procoxal muscle,False
HAO:0001114,-28.94802,20.52,-5.578019, maxillar muscle,False
HAO:0001115,-27.88736,20.52,-4.517359, anterior thoracic spiracle occlusor muscle,False
HAO:0001116,-26.8267,20.52,-3.456699, laterocervical muscle,False
HAO:0001117,-25.76604,20.52,-2.396039, thoracic muscle,False
HAO:0001118,-24.70538,20.52,-1.335379, abdominal muscle,False
HAO:0001119,-23.64472,20.52,-0.274719, leg muscle,False
HAO:0001120,-22.58406,20.52,0.785942, mesotibial spur,False
HAO:0001121,-21.5234,20.52,1.846602, metatibial spur,False
HAO:0001122,-20.46274,20.52,2.907262, procoxa,False
HAO:0001123,-19.40208,20.52,3.967922, protrochanter,False
HAO:0001124,-18.34142,20.52,5.028582, profemur,False
HAO:0001125,-17.28076,20.52,6.089242, protarsus,False
HAO:0001126,-16.2201,20.52,7.149903, second tarsomere of fore leg,False
HAO:0001127,-15.15944,20.52,8.210563, third tarsomere of fore leg,False
HAO:0001128,-14.09878,20.52,9.271223, fourth tarsomere of the fore leg,False
HAO:0001129,-13.03812,20.52,10.33188, fifth tarsomere of the fore leg,False
HAO:0001130,-11.97746,20.52,11.39254, mesotrochanter,False
HAO:0001131,-10.9168,20.52,12.4532, mesofemur,False
HAO:0001132,-9.856136,20.52,13.51386, mesotarsus,False
HAO:0001133,-8.795476,20.52,14.57452, mesobasitarsus,False
HAO:0001134,-7.734816,20.52,15.63518, second tarsomere of mid leg,False
HAO:0001135,-6.674156,20.52,16.69584, third tarsomere of hind leg,False
HAO:0001136,-5.613496,20.52,17.7565, third tarsomere of mid leg,False
HAO:0001137,-4.552836,20.52,18.81716, fourth tarsomere of mid leg,False
HAO:0001138,-3.492175,20.52,19.87782, fifth tarsomere of the mid leg,False
HAO:0001139,-2.431515,20.52,20.93848, metatrochanter,False
HAO:0001140,-1.370855,20.52,21.99915, metafemur,False
HAO:0001141,-32.13,19.02,-8.76, metatarsus,False
HAO:0001142,-31.06934,19.02,-7.69934, metabasitarsus,False
HAO:0001143,-30.00868,19.02,-6.63868, second tarsomere of hind leg,False
HAO:0001144,-28.94802,19.02,-5.578019, fourth tarsomere of hind leg,False
HAO:0001145,-27.88736,19.02,-4.517359, fifth tarsomere of hind leg,False
HAO:0001146,-26.8267,19.02,-3.456699, joint,False
HAO:0001147,-25.76604,19.02,-2.396039, abdominal mediotergite 3,False
HAO:0001148,-24.70538,19.02,-1.335379, first flagellomere,False
HAO:0001149,-23.64472,19.02,-0.274719, abdominal laterotergite 8,False
HAO:0001150,-22.58406,19.02,0.785942, abdominal mediotergite 2,False
HAO:0001151,-21.5234,19.02,1.846602, abdominal mediotergite 4,False
HAO:0001152,-20.46274,19.02,2.907262, abdominal mediotergite 5,False
HAO:0001153,-19.40208,19.02,3.967922, abdominal mediotergite 6,False
HAO:0001154,-18.34142,19.02,5.028582, acidopore,False
HAO:0001155,-17.28076,19.02,6.089242, acropleuron,False
HAO:0001156,-16.2201,19.02,7.149903, acrotergite,False
HAO:0001157,-15.15944,19.02,8.210563, adnotaular setae,False
HAO:0001158,-14.09878,19.02,9.271223, adpetiolar strip,False
HAO:0001159,-13.03812,19.02,10.33188, axillular line,False
HAO:0001160,-11.97746,19.02,11.39254, axillary region of the fore wing,False
HAO:0001161,-10.9168,19.02,12.4532, axillar depression,False
HAO:0001162,-9.856136,19.02,13.51386, auxiliary propodeal carina,False
HAO:0001163,-8.795476,19.02,14.57452, anteroventral cavity,False
HAO:0001164,-7.734816,19.02,15.63518, anterior tentorio-scapal muscle,False
HAO:0001165,-6.674156,19.02,16.69584, anterior stipito-palpal muscle,False
HAO:0001166,-5.613496,19.02,17.7565, anterior second valvifer-second valvula muscle,False
HAO:0001167,-4.552836,19.02,18.81716, anterior scutellum,False
HAO:0001168,-3.492175,19.02,19.87782, anterior pronoto-laterocervical muscle,False
HAO:0001169,-2.431515,19.02,20.93848, anterior mesonoto-metanotal muscle,False
HAO:0001170,-1.370855,19.02,21.99915, anterior glossal plate,False
HAO:0001171,-32.13,17.52,-8.76, anterior flange of abdominal tergum nine,False
HAO:0001172,-31.06934,17.52,-7.69934, antennal muscle,False
HAO:0001173,-25.76604,26.52,-2.396039, annulus,False
HAO:0001174,-28.94802,17.52,-5.578019, anepimeron,False
HAO:0001175,-27.88736,17.52,-4.517359, anapleurite,False
HAO:0001176,-26.8267,17.52,-3.456699, banding pattern,False
HAO:0001177,-25.76604,17.52,-2.396039, basal articulation,False
HAO:0001178,-24.70538,17.52,-1.335379, admedian clypeal furrow,False
HAO:0001179,-23.64472,17.52,-0.274719, basal hooklet,False
HAO:0001180,-22.58406,17.52,0.785942, basitarsal comb,False
HAO:0001181,-21.5234,17.52,1.846602, foretarsal rake,False
HAO:0001182,-20.46274,17.52,2.907262, cercal bristle,False
HAO:0001183,-19.40208,17.52,3.967922, chela,False
HAO:0001184,-18.34142,17.52,5.028582, clypeal tooth,False
HAO:0001185,-8.795476,22.02,14.57452, clava,False
HAO:0001186,-16.2201,17.52,7.149903, clavomere,False
HAO:0001187,-15.15944,17.52,8.210563, clypeal carina,False
HAO:0001188,-14.09878,17.52,9.271223, clypeogenal sulcus,False
HAO:0001189,-13.03812,17.52,10.33188, crenulate ring of the metasoma,False
HAO:0001190,-11.97746,17.52,11.39254, ctenidium,False
HAO:0001191,-10.9168,17.52,12.4532, wing blade,False
HAO:0001192,-9.856136,17.52,13.51386, ventral protibio-probasitarsal muscle,False
HAO:0001193,-8.795476,17.52,14.57452, ventral metatibio-metabasitarsal muscle,False
HAO:0001194,-7.734816,17.52,15.63518, ventral metapleuro-third axillary sclerite of hind wing muscle,False
HAO:0001195,-6.674156,17.52,16.69584, ventral mesotibio-mesobasitarsal muscle,False
HAO:0001196,-5.613496,17.52,17.7565, unguitractor plate of the protarsus,False
HAO:0001197,-4.552836,17.52,18.81716, unguitractor plate of the metatarsus,False
HAO:0001198,-3.492175,17.52,19.87782, unguitractor plate of the mesotarsus,False
HAO:0001199,-2.431515,17.52,20.93848, tyloid,False
HAO:0001200,-1.370855,17.52,21.99915, trochanteral fossa of the profemur,False
HAO:0001201,-32.13,16.02,-8.76, trochanteral fossa of the metafemur,False
HAO:0001202,-31.06934,16.02,-7.69934, trochanteral fossa of the mesofemur,False
HAO:0001203,-30.00868,16.02,-6.63868, transverse metepisternal carina,False
HAO:0001204,-28.94802,16.02,-5.578019, transscutal articulation,False
HAO:0001205,-27.88736,16.02,-4.517359, transepisternal line,False
HAO:0001206,-26.8267,16.02,-3.456699, tibial fossa of the profemur,False
HAO:0001207,-25.76604,16.02,-2.396039, tibial fossa of the femur,False
HAO:0001208,-24.70538,16.02,-1.335379, tibial condyle of the probasitarsus,False
HAO:0001209,-23.64472,16.02,-0.274719, tibial condyle of the metabasitarsus,False
HAO:0001210,-22.58406,16.02,0.785942, tibial condyle of the mesobasitarsus,False
HAO:0001211,-21.5234,16.02,1.846602, tibial articular process of the probasitarsus,False
HAO:0001212,-20.46274,16.02,2.907262, tibial articular process of the metabasitarsus,False
HAO:0001213,-19.40208,16.02,3.967922, tibial articular process of the mesobasitarsus,False
HAO:0001214,-18.34142,16.02,5.028582, third mesopleuro-third axillary sclerite of fore wing muscle,False
HAO:0001215,-17.28076,16.02,6.089242, tergal muscle,False
HAO:0001216,-16.2201,16.02,7.149903, metanoto-metacoxal muscle,False
HAO:0001217,-15.15944,16.02,8.210563, subomaulus,False
HAO:0001218,-14.09878,16.02,9.271223, subforaminal bridge,False
HAO:0001219,-13.03812,16.02,10.33188, subapical tooth,False
HAO:0001220,-27.88736,28.02,-4.517359, subantennal groove,False
HAO:0001221,-10.9168,16.02,12.4532, subalar ridge,False
HAO:0001222,-9.856136,16.02,13.51386, strigilis,False
HAO:0001223,-8.795476,16.02,14.57452, sternal muscle,False
HAO:0001224,-7.734816,16.02,15.63518, squama,False
HAO:0001225,-6.674156,16.02,16.69584, spiracular muscle,False
HAO:0001226,-5.613496,16.02,17.7565, tooth number 2,False
HAO:0001227,-4.552836,16.02,18.81716, tooth number 3,False
HAO:0001228,-3.492175,16.02,19.87782, tooth number 4,False
HAO:0001229,-2.431515,16.02,20.93848, scutellum,False
HAO:0001230,-1.370855,16.02,21.99915, scutellar plate,False
HAO:0001231,-32.13,14.52,-8.76, proximodorsal process of the protibia,False
HAO:0001232,-31.06934,14.52,-7.69934, proximodorsal process of the metatibia,False
HAO:0001233,-30.00868,14.52,-6.63868, proximodorsal process of the mesotibia,False
HAO:0001234,-28.94802,14.52,-5.578019, proximal profemoral apodeme,False
HAO:0001235,-27.88736,14.52,-4.517359, proximal mesofemoral apodeme,False
HAO:0001236,-26.8267,14.52,-3.456699, proximal condyle of the tarsomere,False
HAO:0001237,-25.76604,14.52,-2.396039, proximal articular process of the tarsomere,False
HAO:0001238,-24.70538,14.52,-1.335379, protrochantero-profemoral muscle,False
HAO:0001239,-23.64472,14.52,-0.274719, protrochantero-profemoral joint,False
HAO:0001240,-22.58406,14.52,0.785942, protrochantero-profemoral articulation,False
HAO:0001241,-21.5234,14.52,1.846602, femoral condyle of the protrochanter,False
HAO:0001242,-20.46274,14.52,2.907262, protrochanteral apodeme,False
HAO:0001243,-19.40208,14.52,3.967922, protrochantellus,False
HAO:0001244,-18.34142,14.52,5.028582, protibio-probasitarsal joint,False
